Accession	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Protein	Country	Host	Collection_Date
YP_081514.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	907	complete	envelope glycoprotein B	United Kingdom	Homo sapiens	1999
YP_081515.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	850	complete	DNA packaging terminase subunit 2	United Kingdom	Homo sapiens	1999
YP_081516.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	1235	complete	single-stranded DNA-binding protein	United Kingdom	Homo sapiens	1999
YP_081517.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	742	complete	multifunctional expression regulator	United Kingdom	Homo sapiens	1999
YP_081518.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	946	complete	helicase-primase primase subunit	United Kingdom	Homo sapiens	1999
YP_081519.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	361	complete	tegument protein UL51	United Kingdom	Homo sapiens	1999
YP_081520.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	388	complete	deoxyuridine triphosphatase	United Kingdom	Homo sapiens	1999
YP_081521.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	135	complete	envelope glycoprotein N	United Kingdom	Homo sapiens	1999
YP_081522.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	472	complete	envelope glycoprotein O	United Kingdom	Homo sapiens	1999
YP_081523.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	742	complete	envelope glycoprotein H	United Kingdom	Homo sapiens	1999
YP_081524.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	325	complete	nuclear protein UL24	United Kingdom	Homo sapiens	1999
YP_081525.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	636	complete	DNA packaging tegument protein UL25	United Kingdom	Homo sapiens	1999
YP_081526.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	431	complete	envelope protein UL78	United Kingdom	Homo sapiens	1999
YP_081527.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	295	complete	protein UL79	United Kingdom	Homo sapiens	1999
YP_081528.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	708	complete	capsid maturation protease	United Kingdom	Homo sapiens	1999
YP_081529.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	373	complete	capsid scaffold protein	United Kingdom	Homo sapiens	1999
YP_081530.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	559	complete	tegument protein pp71	United Kingdom	Homo sapiens	1999
YP_081531.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	561	complete	tegument protein pp65	United Kingdom	Homo sapiens	1999
YP_081532.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	587	complete	protein UL84	United Kingdom	Homo sapiens	1999
YP_081533.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	306	complete	capsid triplex subunit 2	United Kingdom	Homo sapiens	1999
YP_081534.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	1370	complete	major capsid protein	United Kingdom	Homo sapiens	1999
YP_081535.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	941	complete	protein UL87	United Kingdom	Homo sapiens	1999
YP_081536.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	429	complete	tegument protein UL88	United Kingdom	Homo sapiens	1999
YP_081537.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	674	complete	DNA packaging terminase subunit 1	United Kingdom	Homo sapiens	1999
YP_081538.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	111	complete	protein UL91	United Kingdom	Homo sapiens	1999
YP_081539.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	201	complete	protein UL92	United Kingdom	Homo sapiens	1999
YP_081540.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	594	complete	DNA packaging tegument protein UL17	United Kingdom	Homo sapiens	1999
YP_081541.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	345	complete	tegument protein UL16	United Kingdom	Homo sapiens	1999
YP_081542.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	533	complete	protein UL95	United Kingdom	Homo sapiens	1999
YP_081543.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	127	complete	tegument protein UL14	United Kingdom	Homo sapiens	1999
YP_081544.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	707	complete	tegument serine/threonine protein kinase	United Kingdom	Homo sapiens	1999
YP_081545.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	584	complete	deoxyribonuclease	United Kingdom	Homo sapiens	1999
YP_081546.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	190	complete	myristylated tegument protein	United Kingdom	Homo sapiens	1999
YP_081547.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	371	complete	envelope glycoprotein M	United Kingdom	Homo sapiens	1999
YP_081548.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	873	complete	helicase-primase subunit	United Kingdom	Homo sapiens	1999
YP_081549.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	249	complete	tegument protein UL7	United Kingdom	Homo sapiens	1999
YP_081550.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	697	complete	capsid portal protein	United Kingdom	Homo sapiens	1999
YP_081551.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	956	complete	helicase-primase helicase subunit	United Kingdom	Homo sapiens	1999
YP_081552.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	176	complete	interleukin-10	United Kingdom	Homo sapiens	1999
YP_081553.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	684	complete	protein UL112	United Kingdom	Homo sapiens	1999
YP_081554.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	250	complete	uracil-DNA glycosylase	United Kingdom	Homo sapiens	1999
YP_081555.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	278	complete	envelope glycoprotein L	United Kingdom	Homo sapiens	1999
YP_081556.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	313	complete	protein UL116	United Kingdom	Homo sapiens	1999
YP_081557.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	425	complete	protein UL117	United Kingdom	Homo sapiens	1999
YP_081558.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	345	complete	membrane glycoprotein UL119	United Kingdom	Homo sapiens	1999
YP_081559.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	201	complete	membrane protein UL120	United Kingdom	Homo sapiens	1999
YP_081560.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	180	complete	membrane protein UL121	United Kingdom	Homo sapiens	1999
YP_081561.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	580	complete	regulatory protein IE2	United Kingdom	Homo sapiens	1999
YP_081562.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	491	complete	regulatory protein IE1	United Kingdom	Homo sapiens	1999
YP_081563.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	150	complete	membrane protein UL124	United Kingdom	Homo sapiens	1999
YP_081565.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	214	complete	envelope glycoprotein UL130	United Kingdom	Homo sapiens	1999
YP_081566.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	129	complete	envelope protein UL131A	United Kingdom	Homo sapiens	1999
YP_081567.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	270	complete	envelope glycoprotein UL132	United Kingdom	Homo sapiens	1999
YP_081568.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	316	complete	membrane protein UL148	United Kingdom	Homo sapiens	1999
YP_081569.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	75	complete	membrane protein UL147A	United Kingdom	Homo sapiens	1999
YP_081570.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	159	complete	chemokine vCXCL2	United Kingdom	Homo sapiens	1999
YP_081571.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	120	complete	chemokine vCXCL1	United Kingdom	Homo sapiens	1999
YP_081572.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	130	complete	protein UL145	United Kingdom	Homo sapiens	1999
YP_081573.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	176	complete	membrane glycoprotein UL144	United Kingdom	Homo sapiens	1999
YP_081574.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	305	complete	membrane glycoprotein UL142	United Kingdom	Homo sapiens	1999
YP_081575.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	338	complete	membrane glycoprotein UL141	United Kingdom	Homo sapiens	1999
YP_081576.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	191	complete	protein UL140	United Kingdom	Homo sapiens	1999
YP_081577.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	138	complete	membrane glycoprotein UL139	United Kingdom	Homo sapiens	1999
YP_081578.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	169	complete	protein UL138	United Kingdom	Homo sapiens	1999
YP_081579.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	240	complete	protein UL136	United Kingdom	Homo sapiens	1999
YP_081580.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	308	complete	protein UL135	United Kingdom	Homo sapiens	1999
YP_081581.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	257	complete	protein UL133	United Kingdom	Homo sapiens	1999
YP_081582.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	80	complete	protein UL148A	United Kingdom	Homo sapiens	1999
YP_081583.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	80	complete	protein UL148B	United Kingdom	Homo sapiens	1999
YP_081584.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	77	complete	protein UL148C	United Kingdom	Homo sapiens	1999
YP_081585.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	62	complete	protein UL148D	United Kingdom	Homo sapiens	1999
YP_081586.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	639	complete	protein UL150	United Kingdom	Homo sapiens	1999
YP_081587.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	847	complete	tegument protein IRS1	United Kingdom	Homo sapiens	1999
YP_081588.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	156	complete	protein US1	United Kingdom	Homo sapiens	1999
YP_081589.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	199	complete	membrane glycoprotein US2	United Kingdom	Homo sapiens	1999
YP_081590.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	186	complete	membrane glycoprotein US3	United Kingdom	Homo sapiens	1999
YP_081591.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	182	complete	membrane glycoprotein US6	United Kingdom	Homo sapiens	1999
YP_081592.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	225	complete	membrane glycoprotein US7	United Kingdom	Homo sapiens	1999
YP_081593.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	227	complete	membrane glycoprotein US8	United Kingdom	Homo sapiens	1999
YP_081594.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	247	complete	membrane glycoprotein US9	United Kingdom	Homo sapiens	1999
YP_081595.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	185	complete	membrane glycoprotein US10	United Kingdom	Homo sapiens	1999
YP_081596.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	215	complete	membrane glycoprotein US11	United Kingdom	Homo sapiens	1999
YP_081597.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	281	complete	membrane protein US12	United Kingdom	Homo sapiens	1999
YP_081598.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	261	complete	membrane protein US13	United Kingdom	Homo sapiens	1999
YP_081599.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	310	complete	membrane protein US14	United Kingdom	Homo sapiens	1999
YP_081600.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	262	complete	membrane protein US15	United Kingdom	Homo sapiens	1999
YP_081601.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	309	complete	membrane protein US16	United Kingdom	Homo sapiens	1999
YP_081602.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	293	complete	membrane protein US17	United Kingdom	Homo sapiens	1999
YP_081603.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	274	complete	membrane protein US18	United Kingdom	Homo sapiens	1999
YP_081604.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	240	complete	membrane protein US19	United Kingdom	Homo sapiens	1999
YP_081605.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	254	complete	membrane protein US20	United Kingdom	Homo sapiens	1999
YP_081606.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	243	complete	membrane protein US21	United Kingdom	Homo sapiens	1999
YP_081607.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	576	complete	tegument protein US22	United Kingdom	Homo sapiens	1999
YP_081608.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	592	complete	protein US23	United Kingdom	Homo sapiens	1999
YP_081609.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	501	complete	tegument protein US24	United Kingdom	Homo sapiens	1999
YP_081610.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	603	complete	protein US26	United Kingdom	Homo sapiens	1999
YP_081611.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	364	complete	envelope glycoprotein US27	United Kingdom	Homo sapiens	1999
YP_081612.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	354	complete	envelope protein US28	United Kingdom	Homo sapiens	1999
YP_081613.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	462	complete	membrane protein US29	United Kingdom	Homo sapiens	1999
YP_081614.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	349	complete	membrane protein US30	United Kingdom	Homo sapiens	1999
YP_081615.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	161	complete	protein US31	United Kingdom	Homo sapiens	1999
YP_081616.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	183	complete	protein US32	United Kingdom	Homo sapiens	1999
YP_081617.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	163	complete	protein US34	United Kingdom	Homo sapiens	1999
YP_081618.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	64	complete	protein US34A	United Kingdom	Homo sapiens	1999
YP_081619.1	Human betaherpesvirus 5	Cytomegalovirus	Herpesviridae	dsDNA	788	complete	tegument protein TRS1	United Kingdom	Homo sapiens	1999
YP_073744.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	475	complete	protein DR1		Homo sapiens	
YP_073745.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	406	complete	protein DR6		Homo sapiens	
YP_073746.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	359	complete	tegument protein UL23		Homo sapiens	
YP_073747.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	384	complete	tegument protein UL24		Homo sapiens	
YP_073748.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	542	complete	protein UL27		Homo sapiens	
YP_073749.2	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	1232	complete	protein UL28		Homo sapiens	
YP_073751.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	451	complete	protein UL31		Homo sapiens	
YP_073752.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	755	complete	tegument protein pp150		Homo sapiens	
YP_073753.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	333	complete	envelope glycoprotein UL33		Homo sapiens	
YP_073754.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	98	complete	protein U13		Homo sapiens	
YP_073755.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	648	complete	tegument protein UL35		Homo sapiens	
YP_073756.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	191	complete	protein U15		Homo sapiens	
YP_073757.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	330	complete	tegument protein vICA		Homo sapiens	
YP_073758.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	295	complete	envelope glycoprotein UL37		Homo sapiens	
YP_073759.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	325	complete	protein UL38		Homo sapiens	
YP_073760.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	391	complete	membrane protein U20		Homo sapiens	
YP_073761.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	430	complete	membrane protein U21		Homo sapiens	
YP_073762.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	171	complete	membrane protein U23		Homo sapiens	
YP_073763.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	82	complete	protein U24		Homo sapiens	
YP_073764.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	56	complete	protein U24A		Homo sapiens	
YP_073765.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	320	complete	tegument protein UL43		Homo sapiens	
YP_073766.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	293	complete	envelope protein UL43		Homo sapiens	
YP_073767.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	364	complete	DNA polymerase processivity subunit		Homo sapiens	
YP_073768.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	806	complete	ribonucleotide reductase subunit 1		Homo sapiens	
YP_073769.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	286	complete	capsid triplex subunit 1		Homo sapiens	
YP_073770.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	938	complete	tegument protein UL37		Homo sapiens	
YP_073771.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	2059	complete	large tegument protein		Homo sapiens	
YP_073772.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	90	complete	small capsid protein		Homo sapiens	
YP_073773.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	477	complete	protein UL49		Homo sapiens	
YP_073774.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	258	complete	nuclear egress membrane protein		Homo sapiens	
YP_073775.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	104	complete	DNA packaging protein UL33		Homo sapiens	
YP_073776.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	485	complete	DNA packaging protein UL32		Homo sapiens	
YP_073777.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	259	complete	nuclear egress lamina protein		Homo sapiens	
YP_073778.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	1013	complete	DNA polymerase catalytic subunit		Homo sapiens	
YP_073779.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	822	complete	envelope glycoprotein B		Homo sapiens	
YP_073780.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	721	complete	DNA packaging terminase subunit 2		Homo sapiens	
YP_073781.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	1131	complete	single-stranded DNA-binding protein		Homo sapiens	
YP_073782.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	516	complete	multifunctional expression regulator		Homo sapiens	
YP_073783.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	861	complete	helicase-primase primase subunit		Homo sapiens	
YP_073784.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	203	complete	tegument protein UL51		Homo sapiens	
YP_073785.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	379	complete	deoxyuridine triphosphatase		Homo sapiens	
YP_073786.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	86	complete	envelope glycoprotein N		Homo sapiens	
YP_073787.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	313	complete	envelope glycoprotein O		Homo sapiens	
YP_073788.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	690	complete	envelope glycoprotein H		Homo sapiens	
YP_073789.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	239	complete	nuclear protein UL24		Homo sapiens	
YP_073790.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	554	complete	DNA packaging tegument protein UL25		Homo sapiens	
YP_073791.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	294	complete	envelope protein UL78		Homo sapiens	
YP_073792.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	254	complete	protein UL79		Homo sapiens	
YP_073793.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	513	complete	capsid maturation protease		Homo sapiens	
YP_073794.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	230	complete	capsid scaffold protein		Homo sapiens	
YP_073795.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	454	complete	tegument protein pp65		Homo sapiens	
YP_073796.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	427	complete	protein UL84		Homo sapiens	
YP_073797.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	430	complete	protein U55B		Homo sapiens	
YP_073798.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	293	complete	capsid triplex subunit 2		Homo sapiens	
YP_073799.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	1345	complete	major capsid protein		Homo sapiens	
YP_073800.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	775	complete	protein UL87		Homo sapiens	
YP_073801.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	347	complete	tegument protein UL88		Homo sapiens	
YP_073802.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	663	complete	DNA packaging terminase subunit 1		Homo sapiens	
YP_073803.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	75	complete	protein UL91		Homo sapiens	
YP_073804.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	211	complete	protein UL92		Homo sapiens	
YP_073805.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	439	complete	DNA packaging tegument protein UL17		Homo sapiens	
YP_073806.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	330	complete	tegument protein UL16		Homo sapiens	
YP_073807.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	346	complete	protein UL95		Homo sapiens	
YP_073808.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	114	complete	tegument protein UL14		Homo sapiens	
YP_073809.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	546	complete	tegument serine/threonine protein kinase		Homo sapiens	
YP_073810.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	480	complete	deoxyribonuclease		Homo sapiens	
YP_073811.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	73	complete	myristylated tegument protein		Homo sapiens	
YP_073812.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	346	complete	envelope glycoprotein M		Homo sapiens	
YP_073813.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	787	complete	DNA replication origin-binding helicase		Homo sapiens	
YP_073814.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	659	complete	helicase-primase subunit		Homo sapiens	
YP_073815.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	256	complete	tegument protein UL7		Homo sapiens	
YP_073816.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	640	complete	capsid portal protein		Homo sapiens	
YP_073817.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	820	complete	helicase-primase helicase subunit		Homo sapiens	
YP_073818.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	506	complete	protein UL112		Homo sapiens	
YP_073819.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	254	complete	uracil-DNA glycosylase		Homo sapiens	
YP_073820.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	246	complete	envelope glycoprotein L		Homo sapiens	
YP_073821.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	310	complete	protein UL117		Homo sapiens	
YP_073822.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	280	complete	membrane glycoprotein UL119		Homo sapiens	
YP_073823.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	1205	complete	regulatory protein IE2		Homo sapiens	
YP_073824.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	1199	complete	regulatory protein IE1		Homo sapiens	
YP_073825.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	153	complete	membrane protein UL124		Homo sapiens	
YP_073826.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	940	complete	protein U95		Homo sapiens	
YP_073827.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	603	complete	envelope glycoprotein Q		Homo sapiens	
YP_073828.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	475	complete	protein DR1		Homo sapiens	
YP_073829.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	406	complete	protein DR6		Homo sapiens	
YP_068406.1	Human alphaherpesvirus 3	Varicellovirus	Herpesviridae	dsDNA	87	complete	envelope glycoprotein N		Homo sapiens	
YP_068407.1	Human alphaherpesvirus 3	Varicellovirus	Herpesviridae	dsDNA	302	complete	capsid scaffold protein		Homo sapiens	
